题目_小学,平均数数据总和数据个数数据集,数的简单平均数公式,"平均数是数据的总和除以数据的个数。公式为：\(\text{平均数} = \frac{\text{数据总和}}{\text{数据个数}}\)。例如，数据集 \{1, 2, 3, 4, 5\} 的平均数为 \(\frac{1 + 2 + 3 + 4 + 5}{5} = 3\)。",
题目_小学,数据整理表格图表条形图折线图数据变化,数的简单数据整理公式,数据整理可以通过表格或图表完成。例如，通过条形图或折线图展示数据的变化。,
题目_小学,概率事件可能性计算公式有利结果数总结果数骰子,数的简单概率公式,概率是事件发生的可能性，计算公式为 \(\text{概率} = \frac{\text{有利结果数}}{\text{总结果数}}\)。例如，掷一个骰子得到6的概率为 \(\frac{1}{6}\)。,
题目_小学,长方形面积公式长宽,数的简单面积公式,长方形的面积公式为 \(A = \text{长} \times \text{宽}\)。例如，长为4，宽为3的长方形面积为 \(4 \times 3 = 12\)。,
题目_小学,长方形周长公式长宽,数的简单周长公式,长方形的周长公式为 \(P = 2 \times (\text{长} + \text{宽})\)。例如，长为4，宽为3的长方形周长为 \(2 \times (4 + 3) = 14\)。,
题目_小学,长方体体积公式长宽高,数的简单体积公式,长方体的体积公式为 \(V = \text{长} \times \text{宽} \times \text{高}\)。例如，长为4，宽为3，高为2的长方体体积为 \(4 \times 3 \times 2 = 24\)。,
题目_小学,圆的面积公式半径π,数的简单圆的面积公式,圆的面积公式为 \(A = \pi r^2\)，其中 \(r\) 是半径。例如，半径为3的圆的面积为 \(9\pi\)。,
题目_小学,圆的周长公式半径\(C=2\pir\)\(6\pi\),数的简单圆的周长公式,圆的周长公式为 \(C = 2\pi r\)，其中 \(r\) 是半径。例如，半径为3的圆的周长为 \(6\pi\)。,
题目_小学,三角形面积公式底高,数的简单三角形面积公式,三角形的面积公式为 \(A = \frac{1}{2} \times \text{底} \times \text{高}\)。例如，底为4，高为3的三角形面积为 \(\frac{1}{2} \times 4 \times 3 = 6\)。,
题目_小学,简单方程等式性质变量常数,数的简单方程求解,解简单方程时，通过等式的性质将变量移到一边，常数移到另一边。,\(a + x = b \Rightarrow x = b - a\)
题目_小学,不等式求解变量常数性质,数的简单不等式求解,解简单不等式时，通过不等式的性质将变量移到一边，常数移到另一边。,\(a + x > b \Rightarrow x > b - a\)
题目_小学,比例关系交叉相乘,数的简单比例求解,比例关系可以通过交叉相乘求解。,\(\frac{a}{b} = \frac{c}{d} \Rightarrow a \times d = b \times c\)
题目_小学,百分计算,数的简单百分比计算,百分比表示一个数是另一个数的百分之几。,\(\text{百分比} = \frac{\text{部分}}{\text{整体}} \times 100\%\)
题目_小学,平均数数据总和数据个数,数的简单平均数计算,平均数是数据的总和除以数据的个数。,\(\text{平均数} = \frac{\text{数据总和}}{\text{数据个数}}\)
题目_小学,中位数数据排序中间值,数的简单中位数计算,中位数是数据排序后的中间值。,"\(\text{中位数} = \begin{cases} \text{中间值}, & \text{数据个数为奇数} \\ \frac{\text{中间两个值之和}}{2}, & \text{数据个数为偶数} \end{cases}\)"
题目_小学,众数数据出现次数最多值,数的简单众数计算,众数是数据中出现次数最多的值。,\(\text{众数} = \text{出现次数最多的值}\)
题目_小学,长方形面积长宽,数的简单面积计算（长方形）,长方形的面积是长乘以宽。,\(A = \text{长} \times \text{宽}\)
题目_小学,长方形周长长宽,数的简单周长计算（长方形）,长方形的周长是两倍的（长加宽）。,\(P = 2 \times (\text{长} + \text{宽})\)
题目_小学,长方体体积长宽高,数的简单体积计算（长方体）,长方体的体积是长乘以宽乘以高。,\(V = \text{长} \times \text{宽} \times \text{高}\)
题目_小学,圆面积π半径平方,数的简单面积计算（圆形）,圆的面积是 \(\pi\) 乘以半径的平方。,\(A = \pi r^2\)
题目_小学,圆的周长半径\(2\pi\),数的简单周长计算（圆形）,圆的周长是 \(2\pi\) 乘以半径。,\(C = 2\pi r\)
题目_小学,三角形面积底高除以,数的简单面积计算（三角形）,三角形的面积是底乘以高除以2。,\(A = \frac{1}{2} \times \text{底} \times \text{高}\)
题目_小学,梯形面积上底下底高计算公式,数的简单面积计算（梯形）,梯形的面积是上底加下底乘以高除以2。,\(A = \frac{1}{2} \times (\text{上底} + \text{下底}) \times \text{高}\)
题目_小学,概率有利结果数总结果数,数的简单概率计算,概率是有利结果数除以总结果数。,\(\text{概率} = \frac{\text{有利结果数}}{\text{总结果数}}\)
题目_小学,分数加法公共分母,数的简单分数加法,分数加法需要找到公共分母。,\(\frac{a}{b} + \frac{c}{d} = \frac{ad + bc}{bd}\)
题目_小学,分数减法公共分母,数的简单分数减法,分数减法需要找到公共分母。,\(\frac{a}{b} - \frac{c}{d} = \frac{ad - bc}{bd}\)
题目_小学,分数乘法分子分母,数的简单分数乘法,分数乘法是分子乘分子，分母乘分母。,\(\frac{a}{b} \times \frac{c}{d} = \frac{ac}{bd}\)
题目_小学,分数除法乘以倒数,数的简单分数除法,分数除法是乘以倒数。,\(\frac{a}{b} \div \frac{c}{d} = \frac{a}{b} \times \frac{d}{c} = \frac{ad}{bc}\)
题目_小学,倒数计算除以该数,数的简单倒数计算,一个数的倒数是1除以该数。,\(\text{倒数} = \frac{1}{a}\)
题目_小学,平方计算乘以,数的简单平方计算,一个数的平方是该数乘以它自己。,\(a^2 = a \times a\)
题目_小学,数的立方简单立方计算乘以自己两次,数的简单立方计算,一个数的立方是该数乘以它自己两次。,\(a^3 = a \times a \times a\)
题目_小学,比例尺图上距离实际距离比值,数的简单比例尺计算,比例尺是图上距离与实际距离的比值。,\(\text{比例尺} = \frac{\text{图上距离}}{\text{实际距离}}\)
题目_小学,因数分解因数乘积,数的简单因数分解,将一个数分解为若干个因数的乘积。,\(a = b \times c\)，其中 \(b\) 和 \(c\) 是 \(a\) 的因数
题目_小学,数的倍数列举乘以整数,数的简单倍数列举,列举一个数的倍数，通过乘以整数得到。,\(a\) 的倍数为 \(a \times n\)，其中 \(n\) 是整数
题目_小学,最大公因数两个或多个数最大公共因数,数的简单最大公因数计算,最大公因数是两个或多个数的最大公共因数。,"\( \text{GCD}(a, b) \) 是 \(a\) 和 \(b\) 的最大公因数"
题目_小学,最小公倍数计算两个或多个数最小公共倍数,数的简单最小公倍数计算,最小公倍数是两个或多个数的最小公共倍数。,"\( \text{LCM}(a, b) \) 是 \(a\) 和 \(b\) 的最小公倍数"
题目_小学,数的简单奇偶性判断判断奇数偶数,数的简单奇偶性判断,判断一个数是奇数还是偶数。,\(a \mod 2 = 0\) 表示偶数，\(a \mod 2 = 1\) 表示奇数
题目_小学,正数负数零判断,数的简单正负性判断,判断一个数是正数、负数还是零。,\(a > 0\) 表示正数，\(a < 0\) 表示负数，\(a = 0\) 表示零
题目_小学,绝对值距离,数的简单绝对值计算,一个数的绝对值是它与0的距离。,"\(|a| = \begin{cases} a, & \text{如果 } a \geq 0 \\ -a, & \text{如果 } a < 0 \end{cases}\)"
题目_小学,相反数相加等于0,数的简单相反数计算,一个数的相反数是与它相加等于0的数。,\(-a\) 是 \(a\) 的相反数
题目_小学,平方根计算乘以自己,数的简单平方根计算,一个数的平方根是乘以自己等于该数的数。,\( \sqrt{a} \) 是 \(a\) 的平方根，满足 \( (\sqrt{a})^2 = a \)
题目_小学,立方根计算乘以自己两次,数的简单立方根计算,一个数的立方根是乘以自己两次等于该数的数。,\( \sqrt[3]{a} \) 是 \(a\) 的立方根，满足 \( (\sqrt[3]{a})^3 = a \)
题目_小学,加法减法乘法除法四则运算基本运算,数的简单四则运算,加法、减法、乘法和除法的基本运算。,加法：\(a + b\)，减法：\(a - b\)，乘法：\(a \times b\)，除法：\(a \div b\)（\(b \neq 0\)）
题目_小学,加法减法乘法除法混合运算,数的简单四则混合运算,包含加法、减法、乘法和除法的混合运算。,先乘除后加减，括号内的运算优先
题目_小学,一元一次方程变量等式常数求解,数的简单方程求解（一元一次方程）,解一元一次方程，将变量移到等式一边，常数移到另一边。,\(ax + b = c \Rightarrow x = \frac{c - b}{a}\)（\(a \neq 0\)）
题目_小学,一元一次不等式变量常数不等式求解,数的简单不等式求解（一元一次不等式）,解一元一次不等式，将变量移到不等式一边，常数移到另一边。,\(ax + b > c \Rightarrow x > \frac{c - b}{a}\)（\(a > 0\)）
题目_小学,因数倍数相互依存,数的简单因数与倍数关系,因数和倍数是相互依存的关系。,如果 \(a \times b = c\)，则 \(a\) 和 \(b\) 是 \(c\) 的因数，\(c\) 是 \(a\) 和 \(b\) 的倍数
题目_小学,合数质数乘积质因数分解,数的简单质因数分解,将一个合数分解为质数的乘积。,\(a = p_1^{n_1} \times p_2^{n_2} \times \cdots \times p_k^{n_k}\)，其中 \(p_i\) 是质数
题目_小学,最大公因数最小公倍数乘积两个数的乘积,数的简单最大公因数与最小公倍数的关系,最大公因数和最小公倍数的乘积等于两个数的乘积。,"对于两个数 \(a\) 和 \(b\)，有 \(\text{GCD}(a, b) \times \text{LCM}(a, b) = a \times b\)"
题目_小学,分数比较通分交叉相乘大小,数的简单分数比较,通过通分或交叉相乘比较分数大小。,如果 \(\frac{a}{b}\) 和 \(\frac{c}{d}\) 是两个分数，则 \(\frac{a}{b} > \frac{c}{d}\) 当且仅当 \(ad > bc\)
题目_小学,数的简单小数比较从左到右依次比较每一位数字,数的简单小数比较,从左到右依次比较每一位数字。,如果 \(a.bcd\) 和 \(e.fgh\) 是两个小数，则从整数部分开始比较，依次比较小数部分
题目_小学,数表达式代入数值计算,数的简单代数表达式的值,通过代入具体数值计算代数表达式的值。,对于表达式 \(3x + 2\)，当 \(x = 4\) 时，值为 \(3 \times 4 + 2 = 14\)
题目_小学,等式运算成立,数的简单等式的性质,等式两边同时进行相同运算，等式仍然成立。,如果 \(a = b\)，则 \(a + c = b + c\)，\(a - c = b - c\)，\(a \times c = b \times c\)，\(a \div c = b \div c\)（\(c \neq 0\)）
题目_小学,等式性质方程未知数求解,数的简单方程的解,通过等式性质求解方程中的未知数。,解方程 \(2x + 3 = 7\)，得 \(2x = 4\)，因此 \(x = 2\)
题目_小学,不等式性质不等式未知数,数的简单不等式的解,通过不等式性质求解不等式中的未知数。,解不等式 \(2x + 3 > 7\)，得 \(2x > 4\)，因此 \(x > 2\)
题目_小学,比例的交叉相乘性质,数的简单比例的性质,比例的交叉相乘性质。,如果 \(\frac{a}{b} = \frac{c}{d}\)，则 \(a \times d = b \times c\)
题目_小学,百分计算增长减少,数的简单百分比的应用,计算一个数的百分比或百分比的增长/减少。,计算 \(a\) 的 \(p\%\) 为 \(\frac{p}{100} \times a\)
题目_小学,数的简单平均数平均值一组数据,数的简单平均数的应用,计算一组数据的平均值。,平均数 \(\text{Average} = \frac{\text{Sum of data}}{\text{Number of data}}\)
题目_小学,数的简单中位数的应用计算一组数据中间值,数的简单中位数的应用,计算一组数据的中间值。,"中位数 \(\text{Median} = \begin{cases} \text{Middle value}, & \text{if odd number of data} \\ \frac{\text{Sum of middle two values}}{2}, & \text{if even number of data} \end{cases}\)"
题目_小学,众数数据出现次数最多值,数的简单众数的应用,找出一组数据中出现次数最多的值。,众数 \(\text{Mode} = \text{Most frequent value}\)
题目_小学,概率事件可能性,数的简单概率的应用,计算事件发生的可能性。,概率 \(\text{Probability} = \frac{\text{Number of favorable outcomes}}{\text{Total number of outcomes}}\)
题目_小学,面积长方形计算,数的简单面积的应用（长方形）,计算长方形的面积。,面积 \(A = \text{Length} \times \text{Width}\)
题目_小学,周长长方形计算,数的简单周长的应用（长方形）,计算长方形的周长。,周长 \(P = 2 \times (\text{Length} + \text{Width})\)
题目_小学,计算长方体体积,数的简单体积的应用（长方体）,计算长方体的体积。,体积 \(V = \text{Length} \times \text{Width} \times \text{Height}\)
题目_小学,计算圆的面积圆形面积,数的简单面积的应用（圆形）,计算圆的面积。,面积 \(A = \pi r^2\)
题目_小学,周长圆形计算,数的简单周长的应用（圆形）,计算圆的周长。,周长 \(C = 2\pi r\)
